code,description,type
4075-292801-2901,JUBITRAN ODT 2.5MG,5
2717-707401-0381,POSIFORMIN 2%,5
1195-707901-3271,PREGNACARE BREAST-FEEDING (CAPSULE AND TABLET DUAL PACK),5
1393-708001-0751,PROLYTE (ORANGE FLAVOUR),5
1348-230502-0751,PROLYTE (LEMON FLAVOUR),5
1393-230502-2091,PROLYTE (LEMON FLAVOUR),5
3817-708301-1451,EVEXMALE,5
3817-708401-1501,EVEXFERT,5
4076-708601-0551,LES ZAMIS REFLUX,5
4076-708801-0551,LES ZAMIS INFANT COLIC,5
4093-709201-2591,NEURAGEN,5
0072-709301-4171,TISSEEL LYO,5
0072-709301-4172,TISSEEL LYO,5
0072-709301-4173,TISSEEL LYO,5
4077-673901-1022,SYNACTHEN,5
4078-549401-0992,ORA PLUS,5
4078-549201-1161,ORA SWEET,5
4079-175108-4081,CYCLOPHOSPHAMIDE,5
4080-647802-2101,URSOFALK,5
4081-173701-0061,ACCYST 100MG,5
3434-547801-1022,PABRINEX,5
4082-187903-2101,PIYELOSEPTYL 25 MG/5ML,5
4083-672301-2191,ABTARD MR 5MG,5
3223-168501-0801,DOXAPRAM,5
3065-400904-1381,MORPHINE SOLUTION 10MG/5ML,5
3660-404005-1021,DIPHENYHYDRAMINE 50 MG/ML,5
4084-676001-1021,SYNACTHEN,5
4085-111970-0651,HYPERSOL-6,5
4086-673801-1021,ISOPRENALINE CHLORIDE,5
4084-234501-1172,NORMIX,5
4087-246205-0282,PHENOBARBITAL 15MG/5ML,5
4088-709402-0371,TROPICACYL PLUS,5
4089-709501-1871,MYDRANE,5
3905-662303-1023,PHENOBARBITAL SODIUM INJECTION,5
4090-165710-1021,LANOXIN,5
2535-219602-1171,MESTINON,5
4094-246203-1172,PHENOBARBITAL ACTAVIS,5
4095-214201-1171,LORAZEPAM TABLETS,5
3904-214202-1022,LORAZEPAM INJECTION USP,5
3906-206601-2921,KETAMINE 50MG/ML INJECTION,5
4046-158804-1211,PREMARIN VAGINAL CREAM,5
4096-227303-1021,NALOP,5
4097-206601-2921,KETAMINE HCL,5
4098-273402-4161,FLUVIR,5
4099-141001-1171,NEO-MERCAZOLE,5
3666-204107-1021,VPL,5
4101-159402-0801,DANTROLENE,5
4102-139106-4041,ANTI-POTASSIUM,5
3671-101901-1171,DIAZOMID,5
4103-198901-1021,CEFAVIT B12 DEPOT,5
4104-371605-1021,LIDOCAINE HCL PFS,5
3676-195201-1022,HEPARIN 5000,5
4105-141002-1171,NEO-MERCAZOLE,5
4099-680501-1023,PHENERGAN,5
4106-207403-1171,LABETALOL,5
4107-173701-0061,ACCYST,5
3905-101504-1002,ACETYLCYSTEINE,5
4048-385203-1131,KENALOG,5
4108-396803-0802,NIPRESS,5
4109-118602-3871,IMMUNORHO,5
4110-101901-1171,ACETAZOLAMIDE MERCURY PHARMA,5
4108-681201-1021,ESOCARD,5
4111-168606-3993,EPISTATUS,5
4112-370302-1001,TOTAL PARENTAL NUTRITION NEONATES,5
3900-194403-1021,HALOPERIDOL-RATIOPHARM,5
3900-204106-1022,VERAPAMIL-RATIOPHARM,5
4092-120208-1021,GENTAMICIN,5
4046-156802-1173,CYKLOKAPRON,5
4113-139103-4041,NOPOT,5
4114-220201-1022,BLUEJECT,5
3908-368505-1021,LIDOCAINE 2% + ADRENALINE 1:200000,5
4115-108401-1021,AETHOXYSKLEROL 3%,5
4116-117705-1023,LYSTHENON,5
4108-247901-1023,CPRESSIN-P,5
4117-680401-1021,PAPARIN,5
4118-408210-1171,METHOTREXATE 2.5MG,5
4120-266305-1173,SODIUM BICARBONATE SGR 325MG,5
4121-121201-1171,HYDRALAZINE,5
4122-398701-0061,LOPERAMIDE HCL,5
4123-587201-1171,LORMETAZEPAM,5
4124-483401-1022,CARDIOPLEGIA INFUSION,5
2373-163902-1171,DIHYDROCODEINE TABLETS,5
1401-155302-1171,MELOFAST 15MG,5
1401-155302-1172,MELOFAST 15MG,5
1401-155301-1171,MELOFAST 7.5MG,5
4127-710701-0151,DECODERM TRI,5
0207-632001-1751,PANTOZYN 20,5
0207-632002-1751,PANTOZYN 40,5
4090-368507-1022,XYLOCAINE 1% WITH ADRENALINE 1:200000,5
4090-368505-1021,XYLOCAINE 2% WITH ADRENALINE 1:200000,5
4108-253201-1021,PROTA,5
3912-547602-4031,SOLUVIT,5
4128-111902-0372,SODIUM CHLORIDE HYPERTONICITY OPTHALMIC SOLUTION USP 5%,5
2596-210506-0431,DUODOPA,5
4108-397703-1021,FRENIN,5
4037-543101-1001,GELOFUSINE,5
4037-227303-1025,NALOXONE HYDROCHLORIDE 400MCG/ML,5
4129-371604-1021,LIDOCAINE HCL INJ 2%,5
4130-119607-0371,PILOCARPINE MINIMS,5
4131-174605-1021,BIOTREXATE,5
4132-371602-0991,LIDODAN 4% TOPICAL SOLUTION,5
3114-276601-0801,CILANEM 500MG,5
4133-502501-0061,PYLERA,5
4134-127301-0391,THIOPRINE,5
4135-586603-4041,ANTI-POTASSIUM,5
4136-204106-1023,VERAPAMIL,5
4137-125104-0392,ATARAX,5
4138-710201-1171,DAILY VITAMIN,5
3726-155009-1171,WARFARIN,5
2235-402807-1171,ASTHALIN-2,5
4140-106502-1021,ADENOCOR,5
4141-176001-1171,EPLEDAY,5
3288-569703-0801,NIKORAN,5
4142-118602-3581,IMMUNORHO 300MCG,5
2867-710401-1001,LEUTEROL,5
4079-155702-0061,NATUROGEST,5
3406-363202-1111,PERIZAM,5
2627-217501-0652,AVOMEB OINTMENT,5
2501-111903-1002,0.9% SODIUM CHLORIDE INJECTION USP [WELLPHARMA],5
2501-152905-1001,LACTATED RINGER'S INJECTION [WELLPHARMA],5
2501-111903-1003,0.9% SODIUM CHLORIDE INJECTION USP [WELLPHARMA],5
4143-227003-1021,RUBUPHINE,5
4144-126605-1411,AVOCA CAUSTIC APPLICATOR,5
4145-117803-0141,FLUMAZENIL,5
4146-175108-0801,ENDOXAN,5
4147-176211-0702,DRIED MAGNESIUM SULPHATE PASTE,5
4148-266321-1171,SODAMINT TABLET,5
3379-127405-0781,AZEE 500,5
3378-198401-1171,DUREA,5
4149-134202-0801,BLEOCEL,5
4150-117803-1021,FLUMAZENIL INJECTION USP,5
4151-250803-1023,PROLUTON DEPOT,5
3621-192315-1541,GTN SORBITRATE,5
3621-192316-1541,GTN SORBITRATE,5
4152-675202-1021,FOSOLIN,5
4153-134112-0431,DILTIGESIC 2% GEL,5
3186-106314-1021,VITAMIN C - ROTEXMEDICA,5
3660-117803-1021,FLUMAZENIL,5
3175-169103-1021,DOXYCYCLINE RATIOPHARM SF,5
3213-207405-1171,TRANDATE 100MG,5
4154-279603-2101,TRIMETHOPRIM 50MG/5ML,5
2308-284303-0801,VANCOMYCIN ALPHAPHARM,5
4155-152601-1171,LAMIVUDINE AND ZIDOVUDINE,5
3658-227301-1021,NALOXONE,5
4156-122104-1171,KORDEXA 4MG,5
1801-609801-1173,RIFINAH TABLETS,5
4157-404603-0801,ADRIMISIN,5
3924-392201-1021,VINLON,5
3924-207403-1171,LABETALOL TABLETS IP,5
4158-183305-1021,FIBROVEIN 0.5% INJECTION,5
4159-674101-0273,PHOSPHATE SANDOZ,5
4160-108405-1021,AETHOXYSKLEROL 1%,5
4161-121201-1172,HYDRALAZINE HCL,5
4162-134203-4081,BLEOMYCIN,5
4163-117803-1021,FLUXATE,5
3365-223303-0061,MINOCYCLINE 100MG,5
3015-113703-1362,CAVERJECT 20MCG,5
3015-138802-1171,REFOLINON,5
4164-322301-1171,MALARONE ADULT 100/250,5
4165-628501-0061,ACCYST,5
2970-115605-1001,NEXTERONE 150MG/100ML,5
2741-710601-0991,COLLOMAK,5
2980-130104-1471,PROPRANOLOL 80MG,5
2971-223801-0841,MITOMYCIN-C,5
2968-368507-1021,XYLOCAINE 1% WITH ADRENALINE (EPINEPHRINE) 1:200000,5
2960-680401-1021,PAPAVERINE 30MG/ML,5
3036-382104-1021,DESMOPRESSIN,5
4166-175103-0801,ENDOXAN,5
4167-210502-1171,CO-CARELDOPA 25/100MG,5
4168-330001-1171,PREDNISONE 10MG,5
0221-710901-1451,AYUGES,5
2862-122301-0391,ETOXIB 60,5
4170-711001-0551,EURHO VITAL OSTEOJUICE,5
4171-169001-1021,CLARISCAN,5
0006-149803-0151,DERMOVATE 0.05%,5
0006-149803-0651,DERMOVATE 0.05%,5
3379-160101-0801,DAUNOTEC,5
4172-158804-0151,PREMARIN,5
3385-147901-0141,KEMOPLAT,5
4149-287601-1021,VINLON,5
4173-122104-1171,DEXAM 4MG,5
4174-156802-1171,CEAZE,5
1465-711101-1171,SYNERGY BIOQUIN,5
4146-175102-0804,ENDOXAN,5
2715-711201-0451,SPEDIFEN 600MG,5
0027-711301-0971,RYDAPT 25MG,5
3364-368505-1023,LIDOCAINE 2% + ADRENALINE 1:200000,5
2979-681601-1021,GONADORELIN,5
3259-363204-1172,LOBAZAM,5
4176-195203-1021,HEPARIN SODIUM,5
4178-711401-1171,ALERACT,5
3385-141201-0141,KEMOCARB,5
4149-158101-0801,CELDAZ 200,5
4171-169001-1022,CLARISCAN,5
0027-711301-0972,RYDAPT 25MG,5
4179-711202-0391,SPEDIFEN 400MG,5
4171-169001-1023,CLARISCAN,5
3084-253201-1022,PROTAMINE SULPHATE,5
4180-370302-1001,TPN NEONATAL,5
4181-196005-1171,PYRIDOSE,5
3476-539501-0313,SMOFLIPID,5
3476-176213-1021,MAGNESIUM SULFATE PREMIX,5
3476-398201-2921,LEVOBUPIVACAINE HCL,5
3264-117803-1021,FLUMAZENIL,5
4182-711501-0061,5-HTP,5
4183-248001-1171,QUINORIC,5
4184-255001-1171,PYRAZINAMID JENAPHARM,5
4185-399003-0361,GUANFACINE 1MG,5
4185-399001-0361,GUANFACINE 2MG,5
3799-105707-1161,CALCIUM SYRUP,5
3810-117002-1381,AMZOATE,5
3792-159901-1172,DARAPRIM,5
3789-361702-1172,INOVELON,5
4186-248904-1021,POTASSIUM ACETATE,5
3754-297807-1172,CORTEF,5
3754-643602-1021,R-GENE 10,5
4187-219802-1171,METOLAZONE,5
2067-713301-1451,ENZYMEDICA DIGEST PREGNANCY,5
3206-171113-2671,DUROGESIC DTRANS,5
3556-236104-2191,UNIPHYLLIN CONTINUS,5
4188-371608-1022,LIDOCAINE,5
2741-713501-1161,MULTIVITOL FORTE,5
4189-681201-1021,ESMOLOL,5
4190-192309-0651,NITRO-BID 2%,5
3190-108401-1021,POLIDOCANOL 3%,5
3780-122104-1171,DEXAMETHASONE 4MG,5
4191-141001-1172,NEO-MERCAZOLE,5
4192-142311-1171,CLONIDINE HCL,5
4193-369002-0141,SOLIRIS 300MG,5
4194-175701-1013,RACEPINEPHRINE,5
4195-117402-2971,AT III KEDRION,5
4196-284903-0651,AQUAPHOR HEALING OINTEMNT,5
3750-408212-1021,METOJECT 20MG/0.4ML,5
3750-408202-1022,METOJECT 7.5MG/0.15ML,5
4197-184602-1171,FLUDROCORTISONE 0.1MG,5
2956-714201-1761,FITO GAUZE ADVANCE,5
3807-363201-1172,FRISIUM,5
4198-101206-1381,ARIPIPRAZOLE,5
4199-246207-1381,PHENOBARBITAL ORAL SOLUTION,5
4200-128104-1381,BACLOFEN ORAL SOLUTION,5
3053-393501-0062,ELVANSE,5
4187-456904-0361,METHYLPHENIDATE HCL,5
4201-178802-1382,FLUOXETINE ORAL SOLUTION,5
4202-188407-1382,GABAPENTIN ORAL SOLUTION,5
3060-214201-1171,LORAZEPAM,5
4203-178805-0061,FLUOXETINE CAPSULES,5
3787-680801-3991,EPISTATUS,5
3258-672201-1171,AMPHETAMINES SANDOZ,5
3271-227003-1021,NACPHIN,5
4204-101209-1171,ARIPIPRAZOLE,5
4203-292703-1171,SERTRALINE HYDROCHLORIDE,5
3057-136702-1172,BUSPIRONE,5
4205-187905-1111,URITOP,5
4203-402601-0812,CLINDAMYCIN,5
4206-174206-4161,OMEPRAZOLE,5
4207-216301-0551,MAGONATE,5
3792-711701-2092,BENEFIBER,5
4208-236802-2621,OCTENISEPT SPRAY,5
4209-400203-1021,L-CARN 1GM,5
4210-111912-1011,SODIUM CHLORIDE 3%,5
4211-400205-1381,CARNISURE,5
4212-120806-1381,ATENOLOL,5
4213-711901-0061,L CARNITINE,5
4214-111920-0141,SODIUM CHLORIDE 20%,5
4214-111924-0141,SODIUM CHLORIDE 5.85%,5
3015-141204-1001,CARBOPLATIN 450MG/45ML,5
4215-247901-1021,VASOPRESSIN,5
3155-111902-0381,SODIUM CHLORIDE 5% EYE OINTMENT,5
2963-104302-0802,CATHFLO,5
2970-175101-1174,PROCYTOX,5
3023-211405-1172,LIOTHYRONINE SODIUM TABLETS USP,5
4216-106502-1021,ADENOSINE,5
4217-101902-0801,DIAMOX,5
4218-164503-3022,DIAZEPAM RECTAL TUBE 5MG/2.5ML,5
4219-118325-2221,RECTOGESIC 0.2%,5
2976-147901-0131,CISPLATIN 50MG,5
3196-195201-1022,HEPARIN SODIUM 5000IU/ML,5
4220-194801-1023,HEMABATE,5
4140-675801-1022,STEMETIL,5
4221-234502-1171,TIXTELLER,5
2578-180406-0742,KEFENTECH,5
4243-442005-1171,MUCOSOLVAN 30MG,5
4223-226703-1171,PRIMIDONE 50MG,5
4224-385203-1132,KENACORT,5
4225-206601-1021,KETAMINE INRESA,5
4226-615403-1101,HEMAGEL PROCTO,5
4226-615401-0431,HEMAGEL,5
4226-615401-0432,HEMAGEL,5
3392-713401-2901,STEMETIL 5MG,5
4227-232902-1171,NIMODIP,5
3766-136702-1171,BUSPIN - 5,5
4228-232903-1001,NIMODEC,5
3397-207401-1021,LABXION,5
3418-223702-1171,NASDEP 30,5
4229-206132-1382,KESOL 20,5
4230-360801-0061,ZARONTIN,5
4231-204106-1021,VERAHEXAL,5
4232-247901-1021,EMBESIN,5
3066-132901-1171,BILTRICIDE,5
3144-104302-0802,CATHFLO,5
3022-211405-1172,LIOTHYRONINE SODIUM 25MCG,5
3703-223801-0801,MITOMYCIN C,5
4233-408206-1022,METHOTREXATE 50MG/2ML,5
3072-172316-2121,LIDOCAINE VISCOUS 2%,5
3840-397703-1021,PHENYLEPHRINE INJECTION,5
4029-227301-1021,NALOX,5
4234-139107-4041,ANTI-POTASSIUM,5
2629-101304-0141,CHEMOTAXEL 6 MG/ML,5
2629-101304-0142,CHEMOTAXEL 6MG/ML,5
2629-101304-0143,CHEMOTAXEL,5
2629-101304-0144,CHEMOTAXEL 6MG/ML,5
2617-241309-1171,PHENOXYMETHYL PENICILLIN,5
4235-379202-1171,MALDOCARDIN 10 MG,5
4236-203714-0991,PROPOL SEA WATER,5
4237-276213-1021,VITAMIN B1 STEROP,5
4238-547602-4031,SOLUVIT,5
3280-207403-1171,LABIL,5
3292-676001-1021,SYNACTHEN,5
0097-148904-1161,LOHIST-EXTRA,5
0248-175606-0251,EPIMAG,5
4239-712001-1171,CARBOWHITE,5
4240-156807-1001,UNIXAM 500MG/5ML,5
4235-379201-1172,MALDOCARDIN 5 MG,5
2764-712101-0751,DENK FERTILO FORTE,5
2501-533001-1003,5% DEXTROSE INJECTION USP [WELLPHARMA],5
2501-533001-1004,5% DEXTROSE INJECTION USP [WELLPHARMA],5
2501-533001-1005,5% DEXTROSE INJECTION USP [WELLPHARMA],5
2501-533002-1001,10% DEXTROSE INJECTION USP [WELLPHARMA],5
2066-371608-1021,LIDOCAINE HCL 1% W/V MULTIDOSE (10MG/ML) [GULF INJECT],5
2066-371608-1022,LIDOCAINE HCL 1% W/V SINGLE DOSE (10MG/ML) [GULF INJECT],5
2066-371608-1023,LIDOCAINE HCL 1% W/V SINGLE DOSE (10MG/ML) [GULF INJECT],5
2066-371604-1021,LIDOCAINE HCL 2% W/V SINGLE DOSE (20MG/ML) [GULF INJECT],5
4241-712301-0221,CARMICIDE DROP,5
4245-712401-0401,OPTOCLEAN EYELID CLEANSER,5
1465-712501-0971,LYCOBEAT,5
2791-712701-0221,OPTI-WET,5
0553-364604-1071,TONIMER LAB NORMAL SPRAY,5
2066-371605-1022,LIDOCAINE HCL 2% W/V SINGLE DOSE (20MG/ML) [GULF INJECT],5
2066-371605-1023,LIDOCAINE HCL 2% W/V SINGLE DOSE (20MG/ML) [GULF INJECT],5
4236-713601-0551,COLI B FLUID,5
4236-713101-0832,FERMENTFLOR JUNIOR VIALS,5
4244-150102-0391,CLOPIXOL,5
2565-363201-1171,CLOBAZAM ACCORD,5
2712-187902-1141,NIFTAS,5
4247-106502-1021,ADENOSINE INJECTION I.P,5
4248-247901-1021,HANILM VASOPRESSIN,5
4249-117705-1024,LYSTHENON,5
4250-220910-1381,SODIUM CITRATE 0.3M,5
4251-134112-0651,ANOTRIT,5
3509-167802-0141,DOBUTAMINE 250MG/20ML,5
4253-139003-1021,CALCIUM GLUCONATE,5
4254-207403-1172,LABIL,5
4255-175108-0801,CYCLOPHOSPHAMIDE 1G,5
4256-247901-1021,VASOPRESSIN,5
4258-206115-1161,KAY-CEE-L,5
4259-223801-0801,MITOMYCIN,5
4150-662305-1021,PHENOBARBITAL SODIUM,5
4260-156702-0372,CYCLOPENTOLATE HCL 0.5%,5
4235-533802-1751,ESOLIFE 40MG,5
4235-533802-1753,ESOLIFE 40MG,5
4235-533802-1752,ESOLIFE 40MG,5
2899-308905-3411,DOCUSOL MINI ENEMA STOOL SOFTENER EVACUANT,5
4235-582701-4201,ANTIJOIN,5
4235-183202-0391,TELIFE 180MG,5
4235-183201-0391,TELIFE 120MG,5
4235-533801-1751,ESOLIFE 20MG,5
4075-457002-0391,ESCITOMAX 20,5
4075-457001-0391,ESCITOMAX 10,5
0138-713701-0831,DMANNOSA,5
1195-713801-4211,WELLKID OMEGA-3 CHEWABLE,5
0138-713902-0061,INTIMEO,5
4261-714001-0221,OPTOCLEAN EYE WASH DROPS,5
4262-714101-1451,STRONG NATURE ACTIVATED CHARCOAL,5
4263-206601-1021,KETAMINE HYDROCHLORIDE INJECTION USP,5
2404-107902-1171,NEOPROFEN,5
4264-207401-1021,TRANDATE INJECTION,5
2501-100143-1001,5% DEXTROSE & 0.45% SODIUM CHLORIDE INJECTION USP,5
4265-396302-1021,BUCAIN HYPERBAR,5
2284-111908-1001,0.9% SODIUM CHLORIDE INJECTION USP,5
1877-360802-1161,ZARONTIN,5
2956-714201-0151,FITO CREAM FOR BURNS,5
0880-102415-0151,MEDVIROX 5%,5
1537-219905-2401,METHERGIN,5
2768-227502-1002,NAROPIN,5
0252-129401-0391,HEPAVIR 0.5MG,5
0252-380502-0391,MOXIVE 400MG,5
0252-125902-0391,MOXIVE 400MG,5
0252-129402-0391,HEPAVIR 1MG,5
4235-582701-4202,ANTIJOIN,5
4235-582701-4203,ANTIJOIN,5
2862-147001-1171,TADALIS 20MG,5
2862-147002-1171,TADALIS 5MG,5
4266-107903-0251,BRUFEN 600MG,5
6031-681201-1021,ESMOLOL HYDROCHLORIDE INJECTION,5
3850-400907-1541,MORPGESIC SR 60MG TABLET,5
3850-400905-1541,MORPGESIC SR 30MG TABLET,5
0043-714401-1021,RYZODEG PENFILL 100 UNITS/ML (70/30),5
0043-714401-1022,RYZODEG FLEXTOUCH 100 UNITS/ML (70/30),5
3413-113702-3582,CAVERJECT 10MCG DUAL CHAMBER,5
3413-113703-3872,CAVERJECT 20MCG DUAL CHAMBER,5
4235-121401-0391,IRBENIB 150,5
4267-234501-0392,XIFAXAN 200MG,5
4268-260309-2901,RISPERIDONE ORALLY DISINTEGRATING TABLETS,5
3234-404005-1021,DIPHENHYDRAMINE 50 MG/ML,5
3021-147206-0142,SANDIMMUN,5
0005-613201-0652,MEBO SCAR OINTMENT,5
1401-144402-0391,MYTOX,5
4269-243304-0371,OLOPAN,5
4270-123312-0371,ICROSS,5
4270-123328-0371,ICROSSGEL,5
2862-122303-0391,ETOXIB 90,5
2862-122302-0391,ETOXIB 120,5
4235-127402-0391,HENACYL 250MG,5
4235-127405-0392,HENACYL 500MG,5
2171-714501-1161,HERBIFIT PLANTAIN SYRUP,5
4242-714601-1331,OPTOCLEAN TOWELS,5
3434-118321-2221,RECTOGESIC 0.4%,5
3420-247901-1021,VASCEL 20,5
3978-397703-1021,PHENPRES,5
2954-677802-1021,ADRENALINE STEROP,5
3392-173301-1171,ISMO 20,5
4271-207405-1171,LABETALOL HCL 100MG,5
4272-207402-1171,LABETALOL HCL 200MG,5
3426-714701-1021,RENOCRIT 4000IU,5
4242-714801-1631,BIOLACT START,5
0205-683803-2921,BRIVIACT 10MG/ML,5
4273-108402-1021,AETHOXYSKLEROL 0.5%,5
4274-293404-0851,LIZOFORCE,5
2138-714902-1161,EZIPAN SYRUP,5
4275-192201-1021,GLYCOPYRROLATE ACCORD 200MG,5
4276-396302-1021,BUCAIN HYPERBAR 5MG/ML SPINAL,5
4277-676101-1022,PHENYTOIN SODIUM 250MG/ML,5
4278-276212-1021,VITAMIN B1 100MG/2ML,5
4277-117805-1021,FLUMAZENIL 0.5MG/5ML,5
4279-408210-1172,METHOTREXATE 2.5MG,5
4049-115603-3331,AMIODARONE 50MG/ML,5
4280-156003-0841,BENZYLPENCILLIN SODIUM 600 MG,5
4281-234501-1171,NORMIX AD 200MG,5
4282-247901-1021,VASOPRESSIN,5
4283-543202-0142,GLYCOPHOS,5
4284-255001-1171,PYZINA,5
4058-273405-4161,TAMIFLU SUSPENSION,5
4285-255001-1171,P-ZIDE 500,5
3480-229202-1172,FERROUS GLUCONATE,5
4286-404005-1021,DIPHENIST,5
4287-345302-1381,MELATONIN,5
3805-254203-2071,PULMOZYME,5
4288-266318-1172,SODIUM BICARBONATE,5
4288-140208-2101,FLUCONAZOLE,5
3497-255701-0462,OLESTYR,5
3271-192206-1021,PYROLATE,5
4289-681302-1021,BUPIVACAINE AND EPINEPHRINE,5
3050-138612-1024,CALCIUM CHLORIDE,5
3793-140704-1021,HEPARIN,5
4198-266315-0751,SODIUM BICARBONATE,5
4290-398703-0991,IMODIUM,5
3560-681002-1171,LEUCOVORIN CALCIUM DBL,5
4291-111927-1172,SLOW SODIUM,5
3049-617902-1022,NEOSTIGMINE,5
3792-403201-2671,SCOPODERM,5
4292-208905-1161,SENNA SYRUP,5
4293-157201-1161,EURO CYPROHEPTADINE,5
4294-158802-1171,PREMARIN,5
4295-192201-0991,GLYCOPYRRONIUM,5
4296-110504-2101,SPIRONOLACTONE,5
3476-641701-0141,PEDITRACE,5
4297-195204-0991,HEPARIN LOCK FLUSH SOLUTION,5
3057-121201-1171,HYDRALAZINE 25 MG,5
4298-715001-1171,B-1 100 MG,5
3485-715201-1001,PLASMA-LYTE A,5
3726-545301-0801,COLOMYCIN INJECTION,5
0977-359405-1171,CARE+ SENNA TABLET,5
2501-588403-1002,STERILE WATER FOR INJECTION USP [WELLPHARMA],5
0252-311001-0391,ZEMENTA 10MG,5
0252-101203-1171,ZOLINDA 5MG,5
0252-101201-1171,ZOLINDA 10MG,5
0252-101202-1171,ZOLINDA 15MG,5
2501-588403-1001,STERILE WATER FOR INJECTION USP [WELLPHARMA],5
2501-588403-1003,STERILE WATER FOR INJECTION USP [WELLPHARMA],5
2501-588403-1004,STERILE WATER FOR INJECTION USP [WELLPHARMA],5
2501-100104-1001,5% DEXTROSE AND 0.9% SODIUM CHLORIDE INJECTION USP [WELLPHARMA],5
2501-100104-1002,5% DEXTROSE AND 0.9% SODIUM CHLORIDE INJECTION USP [WELLPHARMA],5
2818-289203-0221,MONOPROST,5
1540-715301-1021,SPINRAZA,5
0995-353602-1131,VAXIGRIPTETRA,5
0252-286603-0391,WAFI 100MG,5
0252-286601-0391,WAFI 50MG,5
4299-147002-0391,SNAFI 5 MG,5
0252-264405-0361,QUETTA XR 400MG,5
0252-172903-3201,VENEX XR 150,5
0252-172901-3201,VENEX XR 75,5
1947-286601-4221,SILER 50,5
1947-286606-4221,SILER 100,5
1947-286607-4221,SILER 75,5
1505-284002-1501,NOW MAGNESIUM CAPS 400MG,5
0252-186703-0391,SORTIVA H 100/12.5,5
0252-206501-0361,LEVETAM XR 500MG,5
2501-588403-1005,STERILE WATER FOR INJECTION USP [WELLPHARMA],5
0336-715401-0391,LORBRENA 100MG,5
0336-715402-0391,LORBRENA 25MG,5
0188-136808-3841,BYDUREON PEN,5
4301-340201-0971,E SOFT 400,5
0252-375701-0391,AGOUT 40MG,5
0252-375703-0391,AGOUT 80MG,5
0291-312201-1171,ZETEX 10MG,5
3102-501803-1021,KONAKION MM PEDIATRIC,5
4302-207401-1021,TRANDATE,5
4303-128303-2051,BACTROBAN 2%,5
4304-715501-1161,ASPECTON COUGH SYRUP,5
2828-715601-1161,KAFOLESS,5
3999-715701-3681,ISOMAR NOSE SPRAY BABY 100ML,5
4305-715801-3681,DEEP FREEZE PAIN RELIEF COLD SPRAY,5
1599-715901-1171,MENOPEARL,5
1505-716401-1451,NOW B-50,5
4301-716601-0971,IRO PLUS,5
4301-716801-0971,REVUP,5
4306-717001-0971,PROMISE PURE DHA,5
1505-717101-1501,NOW PROBIOTIC-10  25 BILLION,5
4307-394803-0832,MIRALAX,5
3378-192201-1021,LICOLATE,5
4308-192201-1021,PYROLATE,5
4149-247901-1021,VASCEL 20,5
4309-138601-1022,CALCIUM CHLORIDE PFS,5
4309-371604-1022,LIDOCAINE HCL 2%,5
4310-194801-1024,ENDOPROST,5
4311-385203-1132,KENACORT,5
4312-121202-0841,HYDRAPRES,5
4302-227303-1021,NALOXONA,5
4311-198401-0062,HYDREA,5
4313-196005-1172,VALUPAK VITAMIN B6,5
1370-118327-2671,NITROGLYCERIN,5
2234-128201-1171,CO-TRIMOXAZOLE,5
0441-134203-0801,ONCO-TAIN,5
4314-717301-0991,ALCO-ALOE,5
4315-164503-3022,DIAZEPAM RECTAL TUBE,5
2136-109503-0341,ERYTHROMYCIN,5
4316-617902-1022,NEOSTIGMINE,5
3926-176204-1023,MAGNESIUM SULPHATE 50%,5
4317-230801-1171,NEO-MERCAZOLE,5
4318-283001-1002,MESNA INJECTION,5
4319-547801-1023,PABRINEX,5
4306-619901-0971,SOLIS,5
4320-533701-1171,PHENOBARBITONE,5
4321-717601-1451,FITNESS 100,5
0252-222403-0391,GLANDY 30MG,5
0252-222401-0391,GLANDY 60MG,5
2511-110601-0151,JEDARA 5%,5
4066-108101-0391,DESLAREX 5MG,5
1394-312201-1171,ZETMOL 10MG,5
1394-147001-0391,READITIC 20MG,5
4066-155601-0391,ROSVACOR 20MG,5
4066-155602-0391,ROSVACOR 10MG,5
1394-147002-0391,READITIC 5MG,5
1394-147001-0392,READITIC 20MG,5
1505-717701-0971,NOW ULTRA OMEGA-3 500 EPA/250 DHA,5
4322-680504-1021,PROMETHAZINE 25MG/ML,5
4323-192206-1021,GLYCOPYRROLATE,5
3195-615002-3872,ELOCTA,5
3515-224805-1021,MORPHINE,5
3515-171106-1021,FENTANYL,5
4304-717801-1161,ASPECTON JUNIOR COUGH SUPPRESSANT,5
4324-717901-0111,OPTIFER C TABLETS,5
0063-371605-1022,LIDOCAINE AGUETTANT 20MG,5
0063-371603-1021,LIDOCAINE AGUETTANT 10MG,5
2818-718301-0971,NUTROF,5
4062-363501-0991,PEDIATRIC ELECTROLYTE FRUIT FLAVOR,5
4062-363501-0992,PEDIATRIC ELECTROLYTE GRAPE FLAVOR,5
2562-142302-1021,CATAPRES,5
2584-119814-0172,PREDNISOLONE DISPERSIBLE TABLETS,5
4325-198701-0991,HYDROGEN PEROXIDE SOLUTION BP,5
0252-264401-0361,QUETTA XR 300MG,5
0252-264403-0361,QUETTA XR 200MG,5
4062-718501-1161,NICE HERBAL SYRUP,5
4062-144710-3361,NICE THROAT SPRAY CHERRY,5
4062-144710-3682,NICE THROAT SPRAY HONEY LEMON,5
4062-144710-3681,NICE THROAT SPRAY SPEARMINT,5
